Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDK41,14.3,Low Fat,0.127517605,Frozen Foods,86.0224,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6688
FDX50,20.1,Low Fat,0.075049323,Dairy,110.4228,OUT017,2007,,Tier 2,Supermarket Type1,1105.228
NCP06,20.7,Low Fat,0.039245805,Household,151.4366,OUT046,1997,Small,Tier 1,Supermarket Type1,1511.366
FDJ26,15.3,Regular,0.084937098,Canned,214.0218,OUT045,2002,,Tier 2,Supermarket Type1,1068.609
NCB30,14.6,Low Fat,0.025742955,Household,197.1084,OUT049,1999,Medium,Tier 1,Supermarket Type1,4761.8016
DRD13,,Low Fat,0.048841794,Soft Drinks,64.7168,OUT027,1985,Medium,Tier 3,Supermarket Type3,3068.0064
NCJ54,9.895,Low Fat,0.060055757,Household,234.2642,OUT035,2004,Small,Tier 2,Supermarket Type1,3717.8272
FDW28,18.25,Low Fat,0.089004389,Frozen Foods,196.7452,OUT045,2002,,Tier 2,Supermarket Type1,978.726
FDW45,,Low Fat,0.038822077,Snack Foods,147.7418,OUT027,1985,Medium,Tier 3,Supermarket Type3,1618.5598
NCE19,8.97,Low Fat,0.093159233,Household,55.7956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1037.3164
DRI51,17.25,Low Fat,0.042233642,Dairy,173.3764,OUT035,2004,Small,Tier 2,Supermarket Type1,2061.3168
FDH58,12.3,Low Fat,0.037014587,Snack Foods,115.1834,OUT045,2002,,Tier 2,Supermarket Type1,1958.1178
NCZ41,19.85,Low Fat,0.064367627,Health and Hygiene,126.1704,OUT013,1987,High,Tier 3,Supermarket Type1,876.1928
FDP21,7.42,Regular,0.0258457,Snack Foods,188.9872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2458.1336
FDT38,18.7,Low Fat,0.0576269,Dairy,83.3566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.2452
NCD42,16.5,Low Fat,0.012689327,Health and Hygiene,39.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,227.7036
FDI19,15.1,Low Fat,0.052329172,Meat,243.1512,OUT035,2004,Small,Tier 2,Supermarket Type1,4604.6728
FDI44,16.1,Low Fat,0.100799828,Fruits and Vegetables,78.4328,OUT017,2007,,Tier 2,Supermarket Type1,1467.4232
FDB41,19.0,Regular,0.097510482,Frozen Foods,48.1718,OUT045,2002,,Tier 2,Supermarket Type1,709.077
FDS35,,LF,0.110681931,Breads,63.2826,OUT027,1985,Medium,Tier 3,Supermarket Type3,1033.3216
NCC07,19.6,Low Fat,0.02394662,Household,106.9964,OUT035,2004,Small,Tier 2,Supermarket Type1,1788.3388
FDO45,13.15,Regular,0.038011783,Snack Foods,89.6856,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848
FDP37,15.6,Low Fat,0.143915417,Breakfast,127.5994,OUT017,2007,,Tier 2,Supermarket Type1,2441.4886
NCT41,15.7,Low Fat,0.055990291,Health and Hygiene,153.2024,OUT046,1997,Small,Tier 1,Supermarket Type1,3795.06
NCM53,18.75,Low Fat,0.052040915,Health and Hygiene,105.728,OUT046,1997,Small,Tier 1,Supermarket Type1,2024.032
FDM27,12.35,Regular,0.158337479,Meat,157.9946,OUT013,1987,High,Tier 3,Supermarket Type1,3313.6866
NCQ42,20.35,Low Fat,0.039428167,Household,127.9678,OUT018,2009,Medium,Tier 3,Supermarket Type2,3560.6984
FDW45,18.0,Low Fat,0.039090105,Snack Foods,148.4418,OUT045,2002,,Tier 2,Supermarket Type1,4119.9704
FDQ59,,Regular,0.0,Breads,84.5908,OUT027,1985,Medium,Tier 3,Supermarket Type3,3020.0688
FDQ40,,Regular,0.035853059,Frozen Foods,176.8712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952
NCW41,18.0,Low Fat,0.015450376,Health and Hygiene,158.9604,OUT046,1997,Small,Tier 1,Supermarket Type1,1584.604
FDF11,10.195,Regular,0.017666978,Starchy Foods,239.4538,OUT045,2002,,Tier 2,Supermarket Type1,4566.7222
FDJ50,8.645,Low Fat,0.021619564,Canned,50.6982,OUT049,1999,Medium,Tier 1,Supermarket Type1,736.3748
FDS19,13.8,Regular,0.06457046,Fruits and Vegetables,76.2012,OUT017,2007,,Tier 2,Supermarket Type1,1669.8264
FDW12,8.315,Regular,0.035644325,Baking Goods,147.1444,OUT045,2002,,Tier 2,Supermarket Type1,870.8664
FDD11,,Low Fat,0.03046847,Starchy Foods,254.704,OUT027,1985,Medium,Tier 3,Supermarket Type3,3036.048
FDY38,13.6,Regular,0.119850541,Dairy,234.53,OUT017,2007,,Tier 2,Supermarket Type1,6524.84
FDP46,15.35,Low Fat,0.0,Snack Foods,88.283,OUT046,1997,Small,Tier 1,Supermarket Type1,1797.66
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176
FDL16,,Low Fat,0.294939214,Frozen Foods,47.106,OUT019,1985,Small,Tier 1,Grocery Store,139.818
FDM58,16.85,Regular,0.080015028,Snack Foods,111.8544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1677.816
NCJ18,12.35,Low Fat,0.163910938,Household,119.2124,OUT035,2004,Small,Tier 2,Supermarket Type1,1303.6364
FDV59,13.35,Low Fat,0.048017962,Breads,219.6166,OUT035,2004,Small,Tier 2,Supermarket Type1,3483.4656
FDA13,15.85,Low Fat,0.078540095,Canned,36.3506,OUT035,2004,Small,Tier 2,Supermarket Type1,607.2096
FDM03,12.65,Low Fat,0.123726711,Meat,107.7938,OUT017,2007,,Tier 2,Supermarket Type1,2251.0698
FDF57,14.5,reg,0.059160135,Fruits and Vegetables,170.7448,OUT017,2007,,Tier 2,Supermarket Type1,2045.3376
FDL02,20.0,Regular,0.104083376,Canned,107.4622,OUT046,1997,Small,Tier 1,Supermarket Type1,3705.177
FDD17,7.5,Low Fat,0.032677678,Frozen Foods,239.0906,OUT049,1999,Medium,Tier 1,Supermarket Type1,5942.265
FDS13,6.465,Low Fat,0.125210375,Canned,266.8884,OUT017,2007,,Tier 2,Supermarket Type1,1059.9536
DRC27,13.8,Low Fat,0.058220302,Dairy,247.4802,OUT045,2002,,Tier 2,Supermarket Type1,1474.0812
FDY19,19.75,Low Fat,0.041330512,Fruits and Vegetables,115.8466,OUT013,1987,High,Tier 3,Supermarket Type1,2474.7786
NCP02,7.105,Low Fat,0.044991294,Household,59.2562,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.8182
NCM55,15.6,Low Fat,0.066829875,Others,185.5924,OUT049,1999,Medium,Tier 1,Supermarket Type1,3146.5708
FDG38,8.975,Regular,0.052836076,Canned,86.6224,OUT045,2002,,Tier 2,Supermarket Type1,1619.2256
FDR34,17.0,Regular,0.015965308,Snack Foods,229.4352,OUT046,1997,Small,Tier 1,Supermarket Type1,4809.7392
NCU17,5.32,Low Fat,0.092865746,Health and Hygiene,100.6674,OUT035,2004,Small,Tier 2,Supermarket Type1,2648.5524
FDP10,19.0,Low Fat,0.128065918,Snack Foods,104.3622,OUT035,2004,Small,Tier 2,Supermarket Type1,1905.5196
FDB05,5.155,Low Fat,0.083198341,Frozen Foods,246.0776,OUT046,1997,Small,Tier 1,Supermarket Type1,990.7104
FDO20,12.85,Regular,0.152747503,Fruits and Vegetables,252.0382,OUT018,2009,Medium,Tier 3,Supermarket Type2,4037.4112
FDM45,8.655,Regular,0.088121336,Snack Foods,119.7756,OUT013,1987,High,Tier 3,Supermarket Type1,2059.9852
DRD25,6.135,Low Fat,0.132183029,Soft Drinks,115.086,OUT010,1998,,Tier 3,Grocery Store,452.744
FDW50,13.1,Low Fat,0.075695552,Dairy,168.4158,OUT049,1999,Medium,Tier 1,Supermarket Type1,1504.0422
NCP02,,Low Fat,0.044591774,Household,59.6562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2192.4794
FDI45,13.1,Low Fat,0.037581243,Fruits and Vegetables,175.5054,OUT046,1997,Small,Tier 1,Supermarket Type1,2451.4756
FDE40,,Regular,0.098663652,Dairy,62.9194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2105.2596
FDM24,6.135,Regular,0.079312367,Baking Goods,151.7366,OUT035,2004,Small,Tier 2,Supermarket Type1,3325.0052
FDV24,5.635,Low Fat,0.0,Baking Goods,148.705,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44
DRD25,,Low Fat,0.138269873,Soft Drinks,111.686,OUT019,1985,Small,Tier 1,Grocery Store,452.744
FDJ33,8.895,Regular,0.088681966,Snack Foods,121.973,OUT018,2009,Medium,Tier 3,Supermarket Type2,2956.152
FDB02,9.695,Regular,0.029140008,Canned,176.337,OUT013,1987,High,Tier 3,Supermarket Type1,3528.74
FDE41,9.195,Regular,0.064376263,Frozen Foods,83.1566,OUT017,2007,,Tier 2,Supermarket Type1,1099.2358
NCQ06,13.0,Low Fat,0.0420611,Household,254.1014,OUT017,2007,,Tier 2,Supermarket Type1,3315.0182
FDB58,10.5,Regular,0.022590318,Snack Foods,140.6154,OUT010,1998,,Tier 3,Grocery Store,283.6308
NCW17,18.0,Low Fat,0.019465205,Health and Hygiene,128.6994,OUT018,2009,Medium,Tier 3,Supermarket Type2,2441.4886
FDU52,,Low Fat,0.111654545,Frozen Foods,157.063,OUT019,1985,Small,Tier 1,Grocery Store,312.926
FDB26,,Regular,0.031116081,Canned,55.264,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544.656
FDC11,20.5,Low Fat,0.142370445,Starchy Foods,90.6172,OUT018,2009,Medium,Tier 3,Supermarket Type2,1427.4752
FDP07,18.2,Low Fat,0.089884775,Fruits and Vegetables,195.111,OUT035,2004,Small,Tier 2,Supermarket Type1,3731.809
FDZ59,6.63,Regular,0.104445322,Baking Goods,167.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,1830.95
FDD35,12.15,Low Fat,0.026010729,Starchy Foods,119.144,OUT017,2007,,Tier 2,Supermarket Type1,2157.192
FDX49,4.615,Regular,0.102407778,Canned,234.33,OUT017,2007,,Tier 2,Supermarket Type1,3961.51
FDM51,11.8,Regular,0.025978802,Meat,102.5674,OUT045,2002,,Tier 2,Supermarket Type1,1629.8784
FDC53,8.68,Low Fat,0.01478914,Frozen Foods,97.7384,OUT010,1998,,Tier 3,Grocery Store,98.5384
FDK08,9.195,Regular,0.204713036,Fruits and Vegetables,101.0016,OUT010,1998,,Tier 3,Grocery Store,202.4032
DRC01,,Regular,0.019107027,Soft Drinks,48.4692,OUT027,1985,Medium,Tier 3,Supermarket Type3,1034.6532
NCJ06,20.1,Low Fat,0.034623782,Household,118.9782,OUT013,1987,High,Tier 3,Supermarket Type1,1549.3166
FDR10,17.6,Low Fat,0.016804724,Snack Foods,163.4552,OUT010,1998,,Tier 3,Grocery Store,649.8208
FDG17,,Regular,0.035666655,Frozen Foods,246.2486,OUT027,1985,Medium,Tier 3,Supermarket Type3,8063.5038
FDA34,11.5,Low Fat,0.014921093,Starchy Foods,173.908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1211.756
FDJ03,12.35,Regular,0.121174241,Dairy,47.8692,OUT010,1998,,Tier 3,Grocery Store,49.2692
FDA39,6.32,Low Fat,0.012717946,Meat,40.2822,OUT046,1997,Small,Tier 1,Supermarket Type1,628.5152
NCH43,8.42,Low Fat,0.070968081,Household,215.9192,OUT017,2007,,Tier 2,Supermarket Type1,1941.4728
FDX47,,Regular,0.03443677,Breads,156.5288,OUT027,1985,Medium,Tier 3,Supermarket Type3,4870.9928
FDD51,11.15,Low Fat,0.0,Dairy,44.7744,OUT045,2002,,Tier 2,Supermarket Type1,181.0976
FDS24,20.85,Regular,0.062477955,Baking Goods,87.2514,OUT018,2009,Medium,Tier 3,Supermarket Type2,1505.3738
NCM18,13.0,Low Fat,0.082970667,Household,60.0194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1114.5492
FDJ48,11.3,Low Fat,0.056424146,Baking Goods,247.8118,OUT035,2004,Small,Tier 2,Supermarket Type1,2223.1062
FDF21,10.3,Regular,0.0,Fruits and Vegetables,189.053,OUT045,2002,,Tier 2,Supermarket Type1,5313.084
FDU07,11.1,Low Fat,0.059940022,Fruits and Vegetables,149.1366,OUT049,1999,Medium,Tier 1,Supermarket Type1,4231.8248
FDD39,16.7,Low Fat,0.07044068,Dairy,216.885,OUT018,2009,Medium,Tier 3,Supermarket Type2,6275.165
FDY52,6.365,Low Fat,0.007359711,Frozen Foods,60.1536,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.0288
FDW09,,Regular,0.025795293,Snack Foods,80.2302,OUT027,1985,Medium,Tier 3,Supermarket Type3,2139.2154
FDS32,17.75,Regular,0.0,Fruits and Vegetables,139.9838,OUT045,2002,,Tier 2,Supermarket Type1,1966.7732
FDU25,,Low Fat,0.026552056,Canned,56.2246,OUT027,1985,Medium,Tier 3,Supermarket Type3,1737.738
FDG35,21.2,Regular,0.007069662,Starchy Foods,175.7738,OUT018,2009,Medium,Tier 3,Supermarket Type2,1911.5118
FDI45,13.1,Low Fat,0.037639672,Fruits and Vegetables,175.6054,OUT049,1999,Medium,Tier 1,Supermarket Type1,1050.6324
FDE10,6.67,Regular,0.090130537,Snack Foods,131.4626,OUT045,2002,,Tier 2,Supermarket Type1,1705.1138
FDY07,11.8,Low Fat,0.0,Fruits and Vegetables,46.5402,OUT010,1998,,Tier 3,Grocery Store,229.701
FDE02,,Low Fat,0.120663214,Canned,95.6778,OUT027,1985,Medium,Tier 3,Supermarket Type3,2910.2118
FDL28,10.0,Regular,0.063162608,Frozen Foods,228.6668,OUT035,2004,Small,Tier 2,Supermarket Type1,3455.502
FDJ07,7.26,Low Fat,0.014505108,Meat,118.415,OUT017,2007,,Tier 2,Supermarket Type1,1747.725
FDQ45,9.5,Regular,0.010917052,Snack Foods,185.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,2021.3688
FDY03,17.6,Regular,0.076431919,Meat,113.2202,OUT018,2009,Medium,Tier 3,Supermarket Type2,2025.3636
FDV36,18.7,Low Fat,0.026450779,Baking Goods,124.902,OUT017,2007,,Tier 2,Supermarket Type1,2909.546
FDH21,10.395,Low Fat,0.031288338,Seafood,159.5604,OUT045,2002,,Tier 2,Supermarket Type1,2852.2872
FDM51,11.8,Regular,0.025966531,Meat,102.2674,OUT049,1999,Medium,Tier 1,Supermarket Type1,2444.8176
NCN55,14.6,Low Fat,0.059582996,Others,238.8538,OUT049,1999,Medium,Tier 1,Supermarket Type1,6008.845
FDC60,5.425,Regular,0.191603334,Baking Goods,87.0514,OUT010,1998,,Tier 3,Grocery Store,88.5514
FDA08,11.85,Regular,0.050368454,Fruits and Vegetables,163.8526,OUT017,2007,,Tier 2,Supermarket Type1,1808.9786
FDU36,,Low Fat,0.081014461,Baking Goods,98.8384,OUT019,1985,Small,Tier 1,Grocery Store,492.692
FDI15,13.8,Low Fat,0.141325834,Dairy,265.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,8479.6288
FDC35,,Low Fat,0.122242847,Starchy Foods,207.5638,OUT027,1985,Medium,Tier 3,Supermarket Type3,4555.4036
DRF49,7.27,Low Fat,0.07136748,Soft Drinks,111.8518,OUT018,2009,Medium,Tier 3,Supermarket Type2,2277.036
DRC24,17.85,Low Fat,0.02492239,Soft Drinks,153.4998,OUT018,2009,Medium,Tier 3,Supermarket Type2,2922.1962
NCM07,9.395,Low Fat,0.040187877,Others,85.6908,OUT017,2007,,Tier 2,Supermarket Type1,1593.9252
DRG37,16.2,Low Fat,0.019417732,Soft Drinks,153.7972,OUT045,2002,,Tier 2,Supermarket Type1,1402.1748
DRI23,18.85,Low Fat,0.13747519,Hard Drinks,158.6578,OUT045,2002,,Tier 2,Supermarket Type1,3369.6138
FDY57,20.2,reg,0.121153331,Snack Foods,97.3752,OUT013,1987,High,Tier 3,Supermarket Type1,958.752
FDV15,,Low Fat,0.255929096,Meat,103.3648,OUT019,1985,Small,Tier 1,Grocery Store,311.5944
FDR55,12.15,Regular,0.132621594,Fruits and Vegetables,190.1872,OUT018,2009,Medium,Tier 3,Supermarket Type2,3781.744
FDH47,13.5,Regular,0.129016487,Starchy Foods,98.4068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1846.9292
FDW45,18.0,Low Fat,0.039071642,Snack Foods,145.3418,OUT049,1999,Medium,Tier 1,Supermarket Type1,882.8508
FDJ44,12.3,Regular,0.17797002,Fruits and Vegetables,173.1396,OUT010,1998,,Tier 3,Grocery Store,697.7584
FDQ08,15.7,Regular,0.018968743,Fruits and Vegetables,61.9536,OUT045,2002,,Tier 2,Supermarket Type1,1225.072
DRG49,7.81,Low Fat,0.067836851,Soft Drinks,246.1486,OUT017,2007,,Tier 2,Supermarket Type1,5375.6692
NCI18,18.35,Low Fat,0.014045832,Household,222.7746,OUT049,1999,Medium,Tier 1,Supermarket Type1,1570.6222
FDF12,,Low Fat,0.082028694,Baking Goods,148.6076,OUT027,1985,Medium,Tier 3,Supermarket Type3,3990.8052
FDV23,,Low Fat,0.105324246,Breads,125.7046,OUT027,1985,Medium,Tier 3,Supermarket Type3,3237.1196
FDE09,8.775,Low Fat,0.036159635,Fruits and Vegetables,110.7228,OUT010,1998,,Tier 3,Grocery Store,331.5684
NCY06,,LF,0.060888514,Household,130.1968,OUT027,1985,Medium,Tier 3,Supermarket Type3,1565.9616
FDH04,6.115,Regular,0.011437302,Frozen Foods,92.4488,OUT017,2007,,Tier 2,Supermarket Type1,1358.232
NCO06,19.25,LF,0.108010006,Household,33.3558,OUT035,2004,Small,Tier 2,Supermarket Type1,713.0718
FDP31,21.1,Regular,0.161504957,Fruits and Vegetables,65.0168,OUT046,1997,Small,Tier 1,Supermarket Type1,639.168
FDH19,19.35,Low Fat,0.033060937,Meat,172.4738,OUT013,1987,High,Tier 3,Supermarket Type1,1911.5118
FDY59,8.195,Low Fat,0.031403441,Baking Goods,93.8462,OUT046,1997,Small,Tier 1,Supermarket Type1,647.8234
FDA14,,Low Fat,0.114127418,Dairy,147.176,OUT019,1985,Small,Tier 1,Grocery Store,585.904
NCM19,12.65,Low Fat,0.047333044,Others,113.8202,OUT045,2002,,Tier 2,Supermarket Type1,1800.3232
NCI42,18.75,Low Fat,0.01035692,Household,208.3954,OUT013,1987,High,Tier 3,Supermarket Type1,2709.1402
FDR28,13.85,reg,0.026001976,Frozen Foods,161.521,OUT018,2009,Medium,Tier 3,Supermarket Type2,1794.331
FDY50,5.8,Low Fat,0.13169655,Dairy,89.4172,OUT017,2007,,Tier 2,Supermarket Type1,2498.0816
FDA48,12.1,Low Fat,0.11487406,Baking Goods,221.4114,OUT046,1997,Small,Tier 1,Supermarket Type1,5099.3622
FDL15,17.85,Low Fat,0.046707264,Meat,152.6682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1829.6184
FDW03,5.63,Regular,0.024541277,Meat,105.1306,OUT046,1997,Small,Tier 1,Supermarket Type1,3135.918
FDD53,,Low Fat,0.077427883,Frozen Foods,41.8454,OUT019,1985,Small,Tier 1,Grocery Store,41.9454
FDG28,9.285,Regular,0.049280292,Frozen Foods,245.6144,OUT046,1997,Small,Tier 1,Supermarket Type1,3920.2304
FDH32,12.8,Low Fat,0.075996742,Fruits and Vegetables,97.141,OUT013,1987,High,Tier 3,Supermarket Type1,2799.689
DRE01,10.1,Low Fat,0.167155198,Soft Drinks,241.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,5331.7264
FDK22,9.8,Low Fat,0.026192765,Snack Foods,215.685,OUT018,2009,Medium,Tier 3,Supermarket Type2,649.155
FDS47,16.75,Low Fat,0.12888573,Breads,87.6856,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.0552
FDQ45,,Regular,0.010864186,Snack Foods,185.3608,OUT027,1985,Medium,Tier 3,Supermarket Type3,5329.0632
FDW07,18.0,Regular,0.238831875,Fruits and Vegetables,88.2514,OUT010,1998,,Tier 3,Grocery Store,88.5514
FDD03,13.3,Low Fat,0.080131363,Dairy,234.03,OUT018,2009,Medium,Tier 3,Supermarket Type2,4194.54
NCQ38,,LF,0.023402893,Others,108.228,OUT019,1985,Small,Tier 1,Grocery Store,213.056
FDI50,,Regular,0.030693309,Canned,228.0352,OUT027,1985,Medium,Tier 3,Supermarket Type3,10306.584
FDU38,10.8,Low Fat,0.138171603,Dairy,191.4504,OUT010,1998,,Tier 3,Grocery Store,575.2512
NCH18,9.3,Low Fat,0.044730667,Household,245.1802,OUT049,1999,Medium,Tier 1,Supermarket Type1,2456.802
FDC59,16.7,Regular,0.054618573,Starchy Foods,65.5168,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6688
FDR15,9.3,reg,0.033489979,Meat,156.6314,OUT049,1999,Medium,Tier 1,Supermarket Type1,1241.0512
FDO12,15.75,Low Fat,0.054884821,Baking Goods,195.3452,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068
FDJ21,16.7,Regular,0.038528228,Snack Foods,143.9102,OUT046,1997,Small,Tier 1,Supermarket Type1,1749.7224
FDT25,7.5,Low Fat,0.050957715,Canned,122.4072,OUT018,2009,Medium,Tier 3,Supermarket Type2,2572.6512
FDC21,14.6,Regular,0.043133816,Fruits and Vegetables,109.7254,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.1524
FDC16,,Regular,0.0204702,Dairy,88.254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.066
NCM07,,Low Fat,0.069968018,Others,83.9908,OUT019,1985,Small,Tier 1,Grocery Store,167.7816
FDE33,19.35,Regular,0.049594299,Fruits and Vegetables,77.0644,OUT013,1987,High,Tier 3,Supermarket Type1,2278.3676
NCN06,8.39,Low Fat,0.120396991,Household,163.4868,OUT013,1987,High,Tier 3,Supermarket Type1,4586.0304
NCT17,10.8,Low Fat,0.042102658,Health and Hygiene,189.7214,OUT017,2007,,Tier 2,Supermarket Type1,1695.7926
FDC22,6.89,Regular,0.136705075,Snack Foods,194.882,OUT045,2002,,Tier 2,Supermarket Type1,4440.886
FDV09,12.1,Low Fat,0.020568574,Snack Foods,150.4734,OUT046,1997,Small,Tier 1,Supermarket Type1,2078.6276
FDV10,,Regular,0.116793684,Snack Foods,41.0112,OUT019,1985,Small,Tier 1,Grocery Store,42.6112
FDT14,10.695,Regular,0.12770295,Dairy,120.444,OUT035,2004,Small,Tier 2,Supermarket Type1,2516.724
FDX45,16.75,Low Fat,0.105068444,Snack Foods,156.663,OUT045,2002,,Tier 2,Supermarket Type1,2816.334
NCJ05,18.7,Low Fat,0.046348967,Health and Hygiene,153.6682,OUT017,2007,,Tier 2,Supermarket Type1,1677.1502
FDU33,7.63,Regular,0.134684292,Snack Foods,47.0402,OUT035,2004,Small,Tier 2,Supermarket Type1,1470.0864
FDN33,6.305,Regular,0.12301331,Snack Foods,93.2436,OUT013,1987,High,Tier 3,Supermarket Type1,2079.9592
DRE03,19.6,Low Fat,0.024276035,Dairy,45.3718,OUT045,2002,,Tier 2,Supermarket Type1,614.5334
FDL26,18.0,Low Fat,0.073490977,Canned,157.3972,OUT018,2009,Medium,Tier 3,Supermarket Type2,778.986
FDT32,19.0,Regular,0.10985775,Fruits and Vegetables,188.8214,OUT010,1998,,Tier 3,Grocery Store,188.4214
FDY49,,Regular,0.011953902,Canned,164.5184,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.0128
FDL56,,Low Fat,0.220225608,Fruits and Vegetables,85.6198,OUT019,1985,Small,Tier 1,Grocery Store,87.2198
NCA17,20.6,Low Fat,0.0,Health and Hygiene,148.8392,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.5056
FDI20,,Low Fat,0.067520165,Fruits and Vegetables,211.3586,OUT019,1985,Small,Tier 1,Grocery Store,422.1172
NCV05,10.1,Low Fat,0.030269774,Health and Hygiene,152.4656,OUT045,2002,,Tier 2,Supermarket Type1,2934.8464
NCD43,8.85,Low Fat,0.016006626,Household,105.6964,OUT013,1987,High,Tier 3,Supermarket Type1,210.3928
FDP56,8.185,LF,0.046556408,Fruits and Vegetables,47.7692,OUT049,1999,Medium,Tier 1,Supermarket Type1,640.4996
FDM12,16.7,Regular,0.069903773,Baking Goods,188.6214,OUT035,2004,Small,Tier 2,Supermarket Type1,565.2642
FDV22,14.85,Regular,0.009979271,Snack Foods,155.763,OUT018,2009,Medium,Tier 3,Supermarket Type2,3129.26
FDA49,,Low Fat,0.064607378,Canned,87.4198,OUT027,1985,Medium,Tier 3,Supermarket Type3,2267.7148
FDS40,15.35,Low Fat,0.014007727,Frozen Foods,38.319,OUT013,1987,High,Tier 3,Supermarket Type1,292.952
FDK03,12.6,Regular,0.073920438,Dairy,255.6356,OUT046,1997,Small,Tier 1,Supermarket Type1,2797.6916
FDE02,8.71,Low Fat,0.121250374,Canned,92.7778,OUT046,1997,Small,Tier 1,Supermarket Type1,1032.6558
FDJ04,18.0,Low Fat,0.124452048,Frozen Foods,118.5124,OUT046,1997,Small,Tier 1,Supermarket Type1,1303.6364
FDT60,12.0,Low Fat,0.07554831,Baking Goods,121.9388,OUT046,1997,Small,Tier 1,Supermarket Type1,3219.8088
FDM10,,Low Fat,0.075603699,Snack Foods,215.1218,OUT027,1985,Medium,Tier 3,Supermarket Type3,3205.827
FDL51,20.7,Regular,0.04745185,Dairy,214.6876,OUT013,1987,High,Tier 3,Supermarket Type1,3001.4264
FDG32,19.85,LF,0.176991029,Fruits and Vegetables,221.5772,OUT017,2007,,Tier 2,Supermarket Type1,3558.0352
FDQ34,10.85,Low Fat,0.163160327,Snack Foods,107.4622,OUT017,2007,,Tier 2,Supermarket Type1,1693.7952
FDT19,,Regular,0.144338493,Fruits and Vegetables,172.108,OUT027,1985,Medium,Tier 3,Supermarket Type3,4327.7
FDS15,9.195,Regular,0.07821891,Meat,107.6596,OUT045,2002,,Tier 2,Supermarket Type1,323.5788
FDV37,13.0,Regular,0.083683243,Canned,198.5426,OUT045,2002,,Tier 2,Supermarket Type1,1186.4556
NCJ31,19.2,Low Fat,0.18293775,Others,243.0196,OUT049,1999,Medium,Tier 1,Supermarket Type1,3615.294
DRE60,9.395,Low Fat,0.159304333,Soft Drinks,226.172,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324
FDW28,,Low Fat,0.088394115,Frozen Foods,194.7452,OUT027,1985,Medium,Tier 3,Supermarket Type3,5872.356
FDK58,11.35,Regular,0.045165796,Snack Foods,100.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.016
NCQ29,,Low Fat,0.182493512,Health and Hygiene,258.8278,OUT019,1985,Small,Tier 1,Grocery Store,1041.3112
FDZ23,17.75,Regular,0.067490036,Baking Goods,185.224,OUT035,2004,Small,Tier 2,Supermarket Type1,6338.416
DRM49,6.11,Regular,0.0,Soft Drinks,43.0086,OUT049,1999,Medium,Tier 1,Supermarket Type1,713.7376
DRG51,12.1,Low Fat,0.011563024,Dairy,164.9526,OUT045,2002,,Tier 2,Supermarket Type1,2302.3364
FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.8816
FDM08,10.1,Regular,0.089688978,Fruits and Vegetables,225.5088,OUT010,1998,,Tier 3,Grocery Store,1342.2528
FDD26,8.71,Regular,0.072155462,Canned,183.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,3146.5708
NCO26,7.235,Low Fat,0.076975118,Household,116.6492,OUT049,1999,Medium,Tier 1,Supermarket Type1,2664.5316
DRH59,10.8,low fat,0.0,Hard Drinks,72.338,OUT049,1999,Medium,Tier 1,Supermarket Type1,805.618
FDN25,,Regular,0.107110465,Breakfast,55.5588,OUT019,1985,Small,Tier 1,Grocery Store,229.0352
